transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3
2-14-2014-1485,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,01/12/2014,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,303,ام سقيم الاولى,Um Suqaim First,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو نور بنك,Noor Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,2787.09,4800000,1722.23,null,null,1,1,0
2-13-2000-28,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,17/01/2000,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,316,المزهر الاولى,Al Mizhar First,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,500000,358.8,null,null,1,1,0
1-11-2002-148,11,1,مبايعات,Sales,بيع,Sell,28/01/2002,2,مبنى,Building,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,267,الرفاعه,Al Raffa,,,null,,,,,برج خليفة,Burj Khalifa,محطة مترو بنك أبوظبي التجاري,ADCB Metro Station,مول دبي,Dubai Mall,,,0,1612.8,5121200,3175.35,null,null,1,1,0
2-13-1999-1778,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,28/09/1999,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,304,ام سقيم الثانيه,Um Suqaim Second,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو نور بنك,Noor Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,1858.06,2400000,1291.67,null,null,1,1,0
2-13-2010-77,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,11/01/2010,2,مبنى,Building,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,298,الورقاء الثالثه,Al Warqa Third,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1120.87,750000,669.12,null,null,1,1,0
1-11-2001-1141,11,1,مبايعات,Sales,بيع,Sell,06/11/2001,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,300,الراشديه,Al Rashidiya,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,334.45,360000,1076.39,null,null,1,1,0
2-13-2011-2540,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,18/04/2011,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,354,الورقاء الثانيه,Al Warqa Second,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1164.17,750000,644.24,null,null,1,1,0
2-13-2009-931,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,02/06/2009,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,298,الورقاء الثالثه,Al Warqa Third,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1331.02,750000,563.48,null,null,1,1,0
2-14-2002-86,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,01/05/2002,2,مبنى,Building,null,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,301,النهده الثانيه,Al Nahda Second,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الاستاد,STADIUM Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1590.5,6800000,4275.39,null,null,1,1,0
2-13-2004-473,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,03/05/2004,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,338,القوز الاولى,Al Goze First,,,null,,,,,وسط مدينة دبي,Downtown Dubai,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,,,0,597.37,250000,418.5,null,null,1,1,0
2-810-2018-9,810,2,رهون,Mortgages,تسجيل اجارة تمويلية,Lease Finance Registration,04/01/2018,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,298,الورقاء الثالثه,Al Warqa Third,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1072.75,3900000,3635.52,null,null,1,1,0
2-13-2008-2776,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,18/11/2008,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,354,الورقاء الثانيه,Al Warqa Second,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1186.74,500000,421.32,null,null,1,1,0
2-13-2010-2210,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,05/05/2010,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,298,الورقاء الثالثه,Al Warqa Third,,,null,,,,,,,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1233.75,750000,607.9,null,null,1,1,0
1-11-2006-1596,11,1,مبايعات,Sales,بيع,Sell,02/10/2006,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,300,الراشديه,Al Rashidiya,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,333.99,1100000,3293.51,null,null,1,1,0
1-11-2002-300043,11,1,مبايعات,Sales,بيع,Sell,22/04/2002,1,أرض,Land,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,393,البرشاء الثانيه,Al Barsha Second,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,,,0,298.62,176785,592.01,null,null,2,1,0
2-13-1997-47,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,04/02/1997,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,306,الطوار الرابعة,Al Twar Fourth,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو القصيص,Al Qusais Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1300.64,500000,384.43,null,null,1,1,0
2-13-1997-46,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,03/03/1997,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,300,الراشديه,Al Rashidiya,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,334.45,250000,747.5,null,null,1,1,0
1-11-2023-42359,11,1,مبايعات,Sales,بيع,Sell,20/12/2023,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,338,القوز الاولى,Al Goze First,,,null,,,,,وسط مدينة دبي,Downtown Dubai,محطة مترو نور بنك,Noor Bank Metro Station,مول دبي,Dubai Mall,,,0,924.38,3000000,3245.42,null,null,17,1,0
3-9-2010-17,9,3,هبات,Gifts,هبه,Grant,14/01/2010,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,369,البرشاء الثالثه,Al Barsha Third,,,null,,,,,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,,,0,361.29,816500,2259.96,null,null,5,1,0
1-11-2005-1380,11,1,مبايعات,Sales,بيع,Sell,30/05/2005,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,316,المزهر الاولى,Al Mizhar First,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,2400000,1722.22,null,null,3,2,0
1-11-2008-3525,11,1,مبايعات,Sales,بيع,Sell,16/06/2008,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,374,ام الشيف,Um Al Sheif,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,1544.05,16500000,10686.18,null,null,1,1,0
2-13-2005-645,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,22/06/2005,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,233,هور العنز,Hor Al Anz,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,743.22,2000000,2690.99,null,null,1,1,0
1-11-2002-1643,11,1,مبايعات,Sales,بيع,Sell,27/11/2002,1,أرض,Land,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,316,المزهر الاولى,Al Mizhar First,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,750000,538.19,null,null,1,1,0
3-9-2011-165,9,3,هبات,Gifts,هبه,Grant,08/03/2011,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,317,جميرا الاولى,Jumeirah First,,,null,,,,,برج خليفة,Burj Khalifa,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,,,0,509.69,2743155,5382.01,null,null,4,1,0
2-13-2005-84,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,07/02/2005,2,مبنى,Building,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,267,الرفاعه,Al Raffa,,,null,,,,,برج خليفة,Burj Khalifa,محطة مترو الفهيدي,Al Fahidi Metro Station,مول دبي,Dubai Mall,,,0,1952.73,5000000,2560.52,null,null,8,1,0
2-14-2000-2,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,05/01/2000,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,276,البدع,Al Bada,,,null,,,,,برج خليفة,Burj Khalifa,محطة مترو أبراج الإمارات,Emirates Towers Metro Station,مول دبي,Dubai Mall,,,0,929.03,750000,807.29,null,null,1,1,0
2-14-2003-199,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,16/12/2003,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,276,البدع,Al Bada,,,null,,,,,برج خليفة,Burj Khalifa,محطة مترو أبراج الإمارات,Emirates Towers Metro Station,مول دبي,Dubai Mall,,,0,929.03,750000,807.29,null,null,1,1,0
1-11-2021-10818,11,1,مبايعات,Sales,بيع,Sell,23/06/2021,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,304,ام سقيم الثانيه,Um Suqaim Second,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,443.61,3615000,8149.05,null,null,1,1,0
2-14-2009-109,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,30/03/2009,2,مبنى,Building,null,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,341,المركز التجارى الاولى,Trade Center First,,,null,,,,,برج خليفة,Burj Khalifa,محطة مترو المركز التجاري,Trade Centre Metro Station,مول دبي,Dubai Mall,,,0,2508.38,100000000,39866.37,null,null,1,1,0
1-11-2002-974,11,1,مبايعات,Sales,بيع,Sell,11/06/2002,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,394,المزهر الثانيه,Al Mizhar Second,,,null,,,,,,,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1820.9,607600,333.68,null,null,3,1,0
2-13-2003-825,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,13/10/2003,4,فيلا,Villa,null,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,315,المناره,Al Manara,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,5256.08,15000000,2853.84,null,null,1,1,0
2-14-2000-14,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,08/02/2000,2,مبنى,Building,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,267,الرفاعه,Al Raffa,,,null,,,,,برج خليفة,Burj Khalifa,محطة مترو الفهيدي,Al Fahidi Metro Station,مول دبي,Dubai Mall,,,0,284.84,1200000,4212.89,null,null,1,1,0
1-11-2012-20860,11,1,مبايعات,Sales,بيع,Sell,01/11/2012,2,مبنى,Building,null,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,238,الضغايه,Al Dhagaya,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطات مترو نخلة ديرة,Palm Deira Metro Stations,مول دبي,Dubai Mall,,,0,60,645840,10764,null,null,1,1,0
1-11-2013-31326,11,1,مبايعات,Sales,بيع,Sell,02/10/2013,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,374,ام الشيف,Um Al Sheif,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,1374.96,14600000,10618.49,null,null,1,1,0
1-110-2010-838,110,1,مبايعات,Sales,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,03/05/2010,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,382,الوحيده,Al Waheda,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو هيل,Abu Hail Metro Station,,,,,0,882.58,1500000,1699.56,null,null,22,2,2
3-9-2005-45,9,3,هبات,Gifts,هبه,Grant,08/03/2005,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,311,محيصنه الثالثه,Muhaisanah Third,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو القصيص,Al Qusais Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,1800000,1291.67,null,null,1,1,0
2-13-2004-400,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,26/04/2004,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,311,محيصنه الثالثه,Muhaisanah Third,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو القصيص,Al Qusais Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,525000,376.74,null,null,1,1,0
1-11-2004-775,11,1,مبايعات,Sales,بيع,Sell,13/04/2004,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,369,البرشاء الثالثه,Al Barsha Third,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,,,0,1409.8,1289875,914.93,null,null,1,1,0
2-13-2006-1316,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,21/09/2006,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,312,محيصنه الاولى,Muhaisanah First,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1087.89,1941549,1784.69,null,null,3,1,0
1-11-2001-1128,11,1,مبايعات,Sales,بيع,Sell,05/11/2001,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,315,المناره,Al Manara,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو نور بنك,Noor Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,4162.05,3136000,753.47,null,null,1,3,0
2-13-2010-5691,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,27/10/2010,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,369,البرشاء الثالثه,Al Barsha Third,,,null,,,,,برج العرب,Burj Al Arab,مدينة دبي للإنترنت,Dubai Internet City,مول الإمارات,Mall of the Emirates,,,0,1521.38,750000,492.97,null,null,1,1,0
2-13-2009-106,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,26/01/2009,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,298,الورقاء الثالثه,Al Warqa Third,,,null,,,,,,,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1115.77,750000,672.18,null,null,1,1,0
3-9-2002-300004,9,3,هبات,Gifts,هبه,Grant,28/01/2002,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,304,ام سقيم الثانيه,Um Suqaim Second,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو نور بنك,Noor Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,254.3,625014,2457.78,null,null,1,1,0
1-11-2012-11070,11,1,مبايعات,Sales,بيع,Sell,18/06/2012,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,233,هور العنز,Hor Al Anz,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو هيل,Abu Hail Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,232.26,1050000,4520.8,null,null,2,1,0
1-11-2013-22043,11,1,مبايعات,Sales,بيع,Sell,16/07/2013,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,233,هور العنز,Hor Al Anz,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو هيل,Abu Hail Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,232.26,1525000,6565.92,null,null,1,1,0
2-13-2001-913,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,27/11/2001,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,336,ند الشبا الثانيه,Nad Al Shiba Second,,,null,,,,,وسط مدينة دبي,Downtown Dubai,محطة مترو الخور,Creek Metro Station,مول دبي,Dubai Mall,,,0,8187.08,2440768,298.12,null,null,1,1,0
1-11-2023-9066,11,1,مبايعات,Sales,بيع,Sell,28/03/2023,2,مبنى,Building,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,249,المطينه,Al Muteena,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو صلاح الدين,Salah Al Din Metro Station,مول دبي,Dubai Mall,,,0,464.52,3000000,6458.28,null,null,2,1,0
1-11-2001-150,11,1,مبايعات,Sales,بيع,Sell,19/02/2001,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,369,البرشاء الثالثه,Al Barsha Third,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,,,0,1393.55,585000,419.79,null,null,1,1,0
2-810-2017-878,810,2,رهون,Mortgages,تسجيل اجارة تمويلية,Lease Finance Registration,25/12/2017,1,أرض,Land,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,393,البرشاء الثانيه,Al Barsha Second,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,1393.55,3000000,2152.78,null,null,1,1,0
1-11-2004-113,11,1,مبايعات,Sales,بيع,Sell,21/01/2004,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,312,محيصنه الاولى,Muhaisanah First,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,825000,592.01,null,null,2,1,0
1-11-2014-12351,11,1,مبايعات,Sales,بيع,Sell,07/05/2014,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,328,الجافليه,Al Jafliya,,,null,,,,,برج خليفة,Burj Khalifa,محطة مترو الجافلية,Al Jafiliya Metro Station,مول دبي,Dubai Mall,,,0,128.97,412949,3201.9,null,null,1,1,0
2-13-2000-956,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,30/10/2000,2,مبنى,Building,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,267,الرفاعه,Al Raffa,,,null,,,,,برج خليفة,Burj Khalifa,محطة مترو بنك أبوظبي التجاري,ADCB Metro Station,مول دبي,Dubai Mall,,,0,933.02,5500000,5894.84,null,null,1,1,0
2-13-2019-1504,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,06/03/2019,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,304,ام سقيم الثانيه,Um Suqaim Second,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو نور بنك,Noor Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,37867.26,121500000,3208.58,null,null,1,1,0
2-13-2001-200,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,10/04/2001,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,312,محيصنه الاولى,Muhaisanah First,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,500000,358.8,null,null,1,1,0
2-14-2012-348,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,31/05/2012,2,مبنى,Building,null,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,367,السوق الكبير,Al Suq Al Kabeer,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الفهيدي,Al Fahidi Metro Station,مول دبي,Dubai Mall,,,0,743.97,20020000,26909.69,null,null,9,1,0
2-13-2024-6238,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,26/03/2024,1,أرض,Land,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,393,البرشاء الثانيه,Al Barsha Second,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,,,0,1393.55,3167280,2272.81,null,null,1,1,0
2-13-2002-842,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,14/10/2002,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,315,المناره,Al Manara,,,null,,,,,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,1393.55,500000,358.8,null,null,1,1,0
3-9-2002-300151,9,3,هبات,Gifts,هبه,Grant,28/10/2002,2,مبنى,Building,null,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,237,السبخه,Al Sabkha,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو ميدان بني ياس,Baniyas Square Metro Station,مول دبي,Dubai Mall,,,0,91.32,3932000,43057.38,null,null,1,1,0
2-13-2007-1116,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,13/06/2007,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,369,البرشاء الثالثه,Al Barsha Third,,,null,,,,,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مدينة دبي للإنترنت,Dubai Internet City,مول الإمارات,Mall of the Emirates,,,0,1393.55,2300000,1650.46,null,null,1,1,0
2-13-2000-984,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,13/11/2000,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,369,البرشاء الثالثه,Al Barsha Third,,,null,,,,,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,,,0,1393.55,250000,179.4,null,null,1,1,0
2-13-2000-350,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,15/05/2000,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,312,محيصنه الاولى,Muhaisanah First,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,483000,346.6,null,null,1,1,0
2-13-2002-362,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,07/05/2002,2,مبنى,Building,null,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,276,البدع,Al Bada,,,null,,,,,برج خليفة,Burj Khalifa,محطة مترو المركز التجاري,Trade Centre Metro Station,مول دبي,Dubai Mall,,,0,232.26,1143000,4921.21,null,null,1,1,0
2-13-2000-451,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,19/06/2000,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,313,الصفا الاولى,Al Saffa First,,,null,,,,,وسط مدينة دبي,Downtown Dubai,محطة مترو نور بنك,Noor Bank Metro Station,مول دبي,Dubai Mall,,,0,882.58,500000,566.52,null,null,1,1,0
1-11-2001-666,11,1,مبايعات,Sales,بيع,Sell,25/06/2001,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,310,الطوار الثانيه,Al Twar Second,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو القصيص,Al Qusais Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,975.48,600000,615.08,null,null,21,1,0
1-11-2000-581,11,1,مبايعات,Sales,بيع,Sell,16/08/2000,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,338,القوز الاولى,Al Goze First,,,null,,,,,وسط مدينة دبي,Downtown Dubai,محطة مترو نور بنك,Noor Bank Metro Station,مول دبي,Dubai Mall,,,0,929.03,300000,322.92,null,null,3,1,0
2-13-2007-669,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,08/05/2007,2,مبنى,Building,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,305,القصيص الاولى,Al Qusais First,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو النهضة,Al Nahda Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1486.45,19612933,13194.48,null,null,1,1,0
2-14-2002-17,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,28/01/2002,2,مبنى,Building,null,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,341,المركز التجارى الاولى,Trade Center First,,,null,,,,,برج خليفة,Burj Khalifa,المركز المالي,Financial Centre,مول دبي,Dubai Mall,,,0,929.03,55000000,59201.53,null,null,1,1,0
